Image,Mean,Variance,Standard Deviation,Entropy,Skewness,Kurtosis,Contrast,Energy,ASM,Homogeneity,Dissimilarity,Correlation,Coarseness,Class
Image24,0.1964408308255802,0.1338174519884272,0.34557381756384364,0.5182026756762622,0.044304402611914505,0.0060773904340156145,0.02093949781642821,0.6844101322503774,0.48580539558745156,0.7510404141601266,0.08501404381811246,0.9569679677338461,0.0,0
Image25,0.3282630702262978,0.2121069025585734,0.4431684314344104,0.31935597701472124,0.023813436681754,0.002802759214355767,0.02616195320919112,0.5182293829143811,0.28866079510927417,0.6500882836923186,0.11384935177766733,0.9460848055061604,0.0,0
Image26,0.22330370043160988,0.26094264741464096,0.4950050410338381,0.0012658440721559677,0.07084939383068653,0.012190243786576307,0.023885717734043146,0.010999225901555179,0.000996718682803018,0.2880113282317722,0.1735342682127237,0.9451508883800241,0.0,1
Image27,0.03138648850114591,0.02168275419906081,0.12193177152203742,0.9999999999999999,0.16665973573752466,0.04229605983831872,0.054955198624177096,0.9999999999999999,0.9999999999999999,0.8734602103536264,0.1347669168214023,0.7758127771265007,0.0,0
Image28,0.16841059054139887,0.14385385259528494,0.35944023371618355,0.17133677007298545,0.06692835388243892,0.010845015137345135,0.03140362341016445,0.36145330192938024,0.14922906522970977,0.5646076597308607,0.13702531177872446,0.9474351528658849,0.0,0
Image29,0.24452481525450276,0.1902188567900172,0.4180102089282415,0.619480382537839,0.041707313923645066,0.005675816438061758,0.022424617536460113,0.758605854855766,0.5902248709606641,0.7800750647311153,0.08230527461717024,0.9700147843327622,0.0,0
Image30,0.4758188159723197,0.30475804583932714,0.5375252917537462,0.48805022848662105,0.010189027121483445,0.0011266941994963545,0.018711955353368368,0.6611307535630528,0.45512960740202874,0.7483532473098217,0.0865577700627698,0.9776806286559894,0.0,0
Image31,0.12878578725049017,0.072816098808039,0.24693818038788184,0.23428888769393524,0.05427524964831668,0.00794479490582814,0.01234540796331335,0.43227575818198377,0.20661895024059806,0.6710948655296463,0.07579644392615163,0.9526958277058646,0.0,0
Image32,0.3942156023669514,0.25578061586827416,0.48976834822641785,0.06721291223695286,0.03925505535229291,0.006724836554767507,0.025138728578564196,0.20726163676382303,0.0561844394625499,0.5123847314865592,0.12158239705948401,0.9454831832843009,0.0,1
Image33,0.44493617882812003,0.2770504154824693,0.5110224108701299,0.09797799896966194,0.03797772833943789,0.006530663231692453,0.02911493010085933,0.25989528872508993,0.0830303711771063,0.5521617277548179,0.11749681068302983,0.9407650186755387,0.0,1
Image34,0.07300875182904935,0.057311361777068484,0.2157337812966464,0.013948640932874092,0.12475741063560525,0.03133448874002715,0.05690973493917183,0.07416130658436687,0.011027377197350112,0.4524110330873041,0.17580979845799702,0.5550961053194916,0.0,1
Image35,0.058363932525330724,0.022690157399643862,0.12534447225766032,0.34233452198875425,0.0745534203555642,0.012193605653964781,0.005164539058233012,0.5365600934906184,0.3079149837218762,0.7940855811778933,0.035776413114871466,0.9545155592179002,0.0,0
Image36,0.07213264864765366,0.026569134089944876,0.13785325181374664,0.6900006670541833,0.05932845122559265,0.008870740130557143,0.0029625783952145724,0.8051904218716827,0.6609592851657924,0.9376168511710159,0.017154043399330705,0.9792754576245288,0.0,0
Image37,0.14739239667596152,0.07075033657416117,0.24298375078361828,0.04843250438131622,0.045597447721271105,0.006814007303347229,0.0077844523545050875,0.16755401827964592,0.039302938830904965,0.6373618773137956,0.05430820312919897,0.9242223041678952,0.0,1
Image38,0.09049124356956836,0.04018657117187606,0.17594603578533735,0.3644920858016328,0.05640303860550718,0.008191287253952052,0.009439979164800077,0.555199450816011,0.32812699185545763,0.8837448572240061,0.035930419057314006,0.9357717087627782,0.0,0
Image39,0.23077266410829836,0.06593925695733646,0.23354755522591775,0.19676836493782224,0.00977555038432832,0.0009314590879483226,0.007413295309375782,0.38617421137096075,0.16821334822178016,0.7987679442629821,0.04035377474479433,0.9087388059044508,0.0,0
Image40,0.18689158223130256,0.059002867464102465,0.21932492711593782,0.21533955193006882,0.017107062196335475,0.0017666088362110182,0.007799573831594683,0.40608559278379874,0.18432132922797445,0.8379421302969006,0.03761553233690966,0.9039273340620944,0.0,0
Image41,0.11654795100448184,0.04095111285704919,0.17788177459448,0.23640863085256025,0.03602844164604609,0.004490042961146409,0.009147852141634811,0.42978700330863073,0.20444585116528152,0.8037042525401993,0.0471124428506549,0.8895490933821404,0.0,0
Image42,0.03133817398746578,0.012673137605518981,0.08721077894208579,0.5137918136569256,0.1162401795078006,0.0234454692139087,0.01816642079034858,0.6778887805495498,0.47711156895535256,0.8499765921348619,0.07567478848644543,0.8172277558153596,0.0,0
Image43,0.2315802066940912,0.18574045766776934,0.41268813034042984,0.5733370523789302,0.04229104575837623,0.005657427341614485,0.0262817797821682,0.7251068365131939,0.5418264216202732,0.8108542495081252,0.07738336069121955,0.9636048398659822,0.0,0
Image44,0.36357637834405454,0.26720436257454017,0.5012885628930244,0.4430691023849229,0.023822097677259298,0.002802773506503203,0.026853078953042068,0.6255082031909054,0.4101182514903706,0.7327274565494732,0.09753883085346342,0.96341395837235,0.0,0
Image45,0.5253688007877579,0.3538549031954347,0.5816919093473518,0.2976155715758339,0.00964017909589137,0.0009685894263024254,0.022836598766643082,0.49737166527595267,0.2675038712060625,0.670739169081786,0.09266387482401571,0.9711131714882395,0.0,0
Image46,0.6037625502701017,0.3703201099470727,0.5958105525438064,0.29322299101657107,0.0036601965688238536,0.00036866026044372197,0.025909051153874173,0.4929438469984545,0.2631154820011402,0.679468062092611,0.09595136349894384,0.9615920576859831,0.0,0
Image47,0.10681188629064173,0.0627477651819932,0.22709984910720793,0.34903406372830836,0.06790339622473668,0.011119568577996362,0.0291677860159932,0.5455422070231495,0.3175751820191642,0.6637689807211077,0.10874044496056337,0.8798521923206,0.0,0
Image48,0.1745267478350499,0.1892923536621227,0.4169143167383379,0.279377487264885,0.07108615010866384,0.011431858319695423,0.03798002506302112,0.4794969164620211,0.250009305073571,0.63207718150458,0.128299656703615,0.9627813901406452,0.0,0
Image49,0.19851927519026727,0.19944051753316053,0.4287763891040168,0.46129909381453654,0.0595912128047096,0.008903571620488441,0.03394833556974941,0.6400114680581164,0.4281624077031482,0.7390884350580827,0.09722351029241061,0.9680502397449113,0.0,0
Image50,0.2953153327259512,0.2602624299345976,0.4943179545172475,0.46819660206125974,0.03574653255646825,0.004528117047530789,0.04186117516813376,0.6455697402648233,0.43518023186453786,0.746633325669376,0.10980944720699867,0.9480032668868592,0.0,0
Image51,0.4912440297065258,0.3766239746443684,0.6011329345540537,0.23841933239897473,0.014938104747466617,0.0015322675366110762,0.03848178969368929,0.43731704893148704,0.21105574501676266,0.6344364756895928,0.11781858698717657,0.9435101291926591,0.0,0
Image52,0.49962406706974827,0.48327198904669183,0.6852312412983431,0.035421071945693806,0.026324861548928512,0.0032624642300413233,0.03982841076672456,0.13940370143603142,0.029091411663940737,0.4420220660435401,0.14759334946146171,0.9300886321038808,0.0,1
Image53,0.47170057885388855,0.5098869307117222,0.7047274376206859,0.01674102010542786,0.03290817523407346,0.0042665330192963365,0.044721659540876715,0.08530810785552062,0.013559205876730497,0.409842872400239,0.17296879645395757,0.9340899670763068,0.0,1
Image54,0.4054576994929281,0.46574737132012944,0.6721001019960003,0.012296089050379497,0.03981856207233787,0.005403567756317993,0.033668409585981364,0.06890518472242557,0.009912803070617003,0.3646355681784328,0.164018949624833,0.9487776444460607,0.0,1
Image55,0.180676495219164,0.27101864075946375,0.5050802299464892,0.05500987681123971,0.08851812757041078,0.01577219231039535,0.056117757619112175,0.1835913823649542,0.045772097365621454,0.4159599026138513,0.16136294332379492,0.9411160663812668,0.0,1
Image56,0.11448607161591358,0.07273486746676114,0.24678373351292315,0.34661978599921067,0.06477867090031142,0.009998757903646363,0.011796349963542157,0.5414371721322883,0.3131418377592483,0.7452249140306657,0.06977015844218243,0.9700983724763237,0.0,0
Image57,0.045691265656203295,0.05995708097294666,0.2213284841188321,0.0062152536082927205,0.20320487247968128,0.059800795882963026,0.05645923755483101,0.041475644519886355,0.004920675821693265,0.1881274350838056,0.23901958237427223,0.8320248920418738,0.0,1
Image58,0.11110865704057515,0.12955113981416364,0.33952353907921196,0.12814038390138258,0.10730573738420454,0.02139776474522145,0.05798755449689116,0.3048678481369049,0.11000496587315597,0.4919203177131005,0.16195608520988466,0.9223300344162753,0.0,1
Image59,0.14530612996144063,0.1845158898324948,0.41122179150941707,0.009333037385498394,0.09448140327996743,0.01773856588708984,0.0344670662788096,0.05600990891537131,0.007393550813391295,0.36044897271420706,0.15628663528990044,0.8951005457215855,0.0,1
Image60,0.26685992472138664,0.16567254430534598,0.3880162126973083,0.0074595443053378716,0.03846386734062358,0.005677989810347252,0.010294199067956047,0.047438980438210564,0.005888287361442936,0.40672675065328356,0.10662760712987387,0.9308676922918413,0.0,1
Image61,0.25773262287991344,0.11077982722394966,0.31164712193696775,0.23551270215599718,0.01847584842041155,0.0020468648209025306,0.014559309942854764,0.4335938985671692,0.20777452121846038,0.6731189416317475,0.08141547049056023,0.9238207799306828,0.0,0
Image62,0.08313225292877993,0.04314926939406273,0.18335125420803372,0.4147706646180228,0.07104118180512961,0.011435160268285678,0.02527374710909747,0.601092550999186,0.38061538771413683,0.7368460137289503,0.10942749265369855,0.8628123156326639,0.0,0
Image63,0.12917046280702735,0.10434147724272871,0.3015528559141803,0.2280594131384648,0.07633076703966343,0.012829601809596611,0.024772798344459807,0.42675023071729573,0.20180966994590818,0.5857721654696562,0.1256903423482041,0.9549313863182731,0.0,0
Image64,0.18654233731813055,0.1423545023796364,0.3573999274252684,0.6064603309536465,0.05224113223016293,0.00766961194167652,0.01782145360645051,0.7494445638275686,0.5767838771060423,0.775121804492142,0.07817706155774823,0.975504771680654,0.0,0
Image65,0.5196221344892008,0.3221430614586428,0.5535443258749397,0.1599251691214306,0.011257378638499495,0.0012634677479475267,0.028192779333676494,0.34714280501669864,0.13875299275693762,0.5699673456653677,0.12629207018552455,0.9413538513837305,0.0,0
Image66,0.3051254796941004,0.18964532121998603,0.4173321297945434,0.1858099649337335,0.025591608540087095,0.0030723239222248495,0.04311300331548508,0.37898043785844143,0.16257299454942392,0.5648685869560512,0.154677501996654,0.8654818025931998,0.0,0
Image67,0.1351812484470337,0.0811731314627746,0.262397842252914,0.2128705093514997,0.05855103964238421,0.009046062450763372,0.04692116108855863,0.410271363559055,0.18780029430224962,0.5587931832183389,0.15688625076172175,0.8035898179167758,0.0,0
Image68,0.2492600977333595,0.291949166679846,0.5254294299514516,0.28138218605641124,0.05449215151200553,0.00777815746953375,0.0638622217697766,0.4812009564521069,0.2516517641740595,0.6872666763075218,0.13051332333763171,0.9403261964014611,0.0,0
Image69,0.03560135464693611,0.05814820055792305,0.21751683807530292,0.08973991225631031,0.2760520717255714,0.09959039582307563,0.35055441468939125,0.24701922167151502,0.07599218961766288,0.3610932067856698,0.5645468956837473,0.7276694303830289,0.0,1
Image70,0.9919894536318726,0.9037614901790141,0.9490432163740594,0.14655787516924657,0.002969007442491685,0.00023478022401442287,0.11355683924862088,0.32977170602573347,0.12654243043139635,0.5604449613771408,0.20990277111098793,0.8965191413246805,0.0,0
Image71,0.0892507109135585,0.08922943875945083,0.2765735192157849,0.49726982321042185,0.11356128568736146,0.023478150081650617,0.0995397733228068,0.6688899433296778,0.46524334583255783,0.6218955450632947,0.2435932816439359,0.8411711712645031,0.0,0
Image72,0.1472980683397294,0.08829372615513524,0.27496044957095006,0.30649376154490415,0.050297932930058235,0.0071527857326613735,0.01626864316563414,0.5054723005471525,0.275625689775078,0.7037994473465317,0.08966954833271136,0.946560762370463,0.0,0
Image73,0.36209335284319527,0.30184799666716694,0.5347998148963434,0.007320397793145545,0.04564296669568516,0.00762089970083512,0.02499233534431765,0.046947466500027756,0.005806061291253249,0.42041957420236387,0.15408006975638913,0.9438062053807736,0.0,1
Image74,0.43644202718496794,0.19183123473838457,0.41991106292297475,0.1451099688927525,0.0066299645139007435,0.000693178163016818,0.026395275903710515,0.3270089240069629,0.12465155213313683,0.6508083334938832,0.11046531611826924,0.884409982080995,0.0,0
Image75,0.3847708051498666,0.18484876844134285,0.4116208691290391,0.17330230427532775,0.01067618678179199,0.0010883802303054734,0.021389955318811427,0.36275895001922503,0.1502036193836142,0.6770305564986232,0.09741434771586606,0.9138404520158216,0.0,0
Image76,0.17511480448726807,0.10109721120558524,0.29634953151221805,0.26479223144743314,0.04051533851053978,0.0053254523420533184,0.026267491641610845,0.4640552582536347,0.23536912424659054,0.702477144067601,0.11732996046588895,0.8955988988246837,0.0,0
Image77,0.2238673697578754,0.2998535605565412,0.5329243101879474,0.3290876830146185,0.07207620236858286,0.011798896064590246,0.054528284111241804,0.5275150754038513,0.2983370612185855,0.6138904349239199,0.16311760068896658,0.970809266443251,0.0,0
Image78,0.2111661743187657,0.38638179748774076,0.6092846762870029,0.005085391338020247,0.09274253823276987,0.01681975147171499,0.059070003438527106,0.0356276137845423,0.004035286317426766,0.2727287910648246,0.24960677726592584,0.93225435017029,0.0,1
Image79,0.3954920258045529,0.6606892694443376,0.8066987431501911,0.0021609981665994572,0.05288384168378566,0.007587340401543048,0.044112587367274164,0.01765220938341404,0.0017075787412241079,0.2976226837958913,0.21113100099751156,0.9344108349172973,0.0,1
Image80,0.6275977103521905,0.8191303374929174,0.9019425565620108,0.009821559753426301,0.027364705783798605,0.0032467819779783873,0.05546852279296406,0.058618819256741915,0.007878558045916875,0.3456673655514906,0.22640960462101112,0.9253765144378421,0.0,1
Image81,0.020877391568427175,0.05560214684993296,0.21205180298957238,0.01837310504930588,0.4291505063366547,0.20896387206059366,0.04010745206558303,0.08964658523096344,0.014606400032598414,0.10994090594485065,0.2899407907589227,0.7472200495511587,0.0,1
Image82,0.19564571197187655,0.3075530812562803,0.5401308683887924,0.01272217423513011,0.08299460741393813,0.014003696772612553,0.012560549573131864,0.06956042265601575,0.010048975973463546,0.3952054653804258,0.11329539983689951,0.4853836190689915,0.0,1
Image83,0.07124550214884542,0.07548988675898789,0.2519753537282424,0.4172923153138893,0.1329618464207709,0.029444488334264822,0.1122091405231876,0.6046419781106194,0.38483626774960694,0.6376932461458873,0.23881897692659132,0.8298904901213757,0.0,0
Image84,0.3488846249413342,0.4402568730027792,0.6525519593424082,0.3813490740803421,0.04365965211084632,0.005823739197672766,0.06680560877992944,0.573806497663984,0.34894121644341664,0.6910315539713475,0.14372505097074825,0.95925752391146,0.0,0
Image85,0.46038071836779737,0.5359800639660004,0.7233543285814865,0.49011898806281695,0.029959663372269955,0.0036352116380416483,0.06289082478159153,0.6629611097500351,0.45750541222444613,0.7438214860499361,0.1294892401585438,0.9630934193967793,0.0,0
Image86,0.14734500243873289,0.2804554600973961,0.5143484428617463,0.003113771830269332,0.11986174706133218,0.024863639318542848,0.026959647950033538,0.023935167985593316,0.002453635259553914,0.2810169330991602,0.16798685810429517,0.899748652157109,0.0,1
Image87,0.29979753918076985,0.6356512335103426,0.7906416748816054,0.020211504382464503,0.07957479181545904,0.013489372589980227,0.047432932957404,0.09680614051986802,0.01641022177992892,0.36559342366057856,0.20463932732602214,0.98098087095934,0.0,1
Image88,0.2874685955661084,0.5451348355857112,0.7297819278621152,0.02033064507874415,0.07506674522164603,0.012429501594168384,0.07429477597807274,0.09717577521393392,0.016505908789606547,0.37371787726096184,0.19099254562301135,0.9327761464712778,0.0,1
Image89,0.015397605440674379,0.029985210838764393,0.1481593140251634,0.011111948324020543,0.4172439134430762,0.20009389687707568,0.02527396245502307,0.06322762721472577,0.008765941649490542,0.1276466054253921,0.22286271412209654,0.7957745333424198,0.0,1
Image90,0.1850850795578993,0.14145868207372495,0.35617580918354785,0.7043862876527329,0.05313342509233294,0.007840623832184791,0.014041677212034202,0.816863197466761,0.6793086103353833,0.8262579581282017,0.06394641192383153,0.9844918539923482,0.0,0
Image91,0.3860771375721282,0.25761964578635754,0.49163995953077383,0.3176497037873873,0.019525167610235962,0.0022116752977039585,0.029571395618225995,0.5166235778592225,0.2870035285330616,0.6714810428074496,0.11078873937401257,0.9461389489832843,0.0,0
Image92,0.5402262039516664,0.33621796634988177,0.5662002262174956,0.18543023919864385,0.009527490434499276,0.0009690420983016717,0.03343223408501736,0.378258696322531,0.16201235856189422,0.6021247727560969,0.12910419871778359,0.9365240369996166,0.0,0
Image93,0.18309038035025754,0.16129928487937048,0.3824457039876116,0.012499925468379077,0.061662053063477044,0.009694442490100253,0.025155813892761364,0.06880302103421582,0.009891642351260327,0.4163662161893421,0.1556614343075734,0.8501936098466132,0.0,1
Image94,0.044694146121495006,0.057521918300965875,0.21618361168167577,0.015462998012928414,0.1966681281473227,0.054852846138672536,0.029097703874623203,0.08003442845245157,0.01233288918584448,0.3004170346593411,0.1858260896846533,0.9153537316786728,0.0,1
Image95,0.1393146701269064,0.17084716317507614,0.39451394026706693,0.11489388862872993,0.09247208630759504,0.016948875988481698,0.03702501529047714,0.2859029188903682,0.09817625278894682,0.5048558079639939,0.12526123769327238,0.9582792894093783,0.0,1
Image96,0.07450005981796944,0.09237403032148905,0.2819341206282782,0.1941371869758439,0.14002784261785312,0.03171321689741696,0.0758733889676406,0.38833584077845557,0.1699267913608286,0.5884734363182486,0.14735623211298268,0.9030734895705681,0.0,1
Image97,0.10107350248014497,0.08586477094646917,0.27073333865400817,0.3537758749900619,0.08600076049525357,0.014865755596991055,0.06530524559154366,0.5471556526478893,0.31932615027119016,0.7432630138677885,0.14478493247392363,0.8515843593314112,0.0,0
Image98,0.10614008448137822,0.08908257833789344,0.2763209021119725,0.2597857074442994,0.09052179123462514,0.016491569078007515,0.01693110858366368,0.45953480276676595,0.23116626998574114,0.6309086628589846,0.1100453651484408,0.9780101406560813,0.0,0
Image99,0.16268417032476584,0.13133692524213195,0.3420678990624229,0.604064025308281,0.060225695259264196,0.009100495210723255,0.014236868519341974,0.7475927415637681,0.5740857274302581,0.7773356871705297,0.07633316896704469,0.986615888767342,0.0,0
Image100,0.2676955357389363,0.20047236160945897,0.42996551401509564,0.38855891697896777,0.03562126573661912,0.00455635616483451,0.021204968467018578,0.5800575165645954,0.3560766134675689,0.7090954221154538,0.10153155407475395,0.9710511088573281,0.0,0
Image101,0.4058400743583365,0.2778757902322464,0.5118304941266415,0.23211311788900985,0.01741716613554923,0.001848732824897831,0.02202827304801357,0.4306611821573465,0.20520785764230606,0.6450638298391532,0.10224675452907464,0.9636679379142441,0.0,0
Image102,0.12407305154468427,0.09718652463944619,0.2899662973775802,0.7083652225652386,0.07929941209704097,0.01365478647258167,0.014553461685820834,0.8195097512573086,0.6835037758961424,0.8192311294047777,0.07600465712959674,0.9780977665383896,0.0,0
Image103,0.34382540515170906,0.229534981736758,0.4622891560898712,0.251270668092332,0.02551000526220886,0.00305764009858694,0.015502214643220028,0.45135658721531413,0.2236581370370166,0.6470291720388476,0.09570282547637786,0.9809763085141388,0.0,0
Image104,0.42245474540552064,0.2690282247970022,0.5031049527822171,0.37825110035495024,0.015579836735646106,0.0017685785491646623,0.015687639630186986,0.5713504290819142,0.34615733319889375,0.6761011612973605,0.09810198986472835,0.9817518179161344,0.0,0
Image105,0.1668879931531435,0.11888647950498098,0.32395237373838726,0.5823475106980555,0.05230661977350654,0.007528158062192018,0.01673643569215007,0.7317147006490595,0.5512098916179952,0.8020827918064916,0.07063789666268569,0.9711322208477626,0.0,0
Image106,0.26236391411980187,0.17047324689219737,0.3940477228054982,0.4503963457739227,0.03086270765298308,0.0038392577173503774,0.01969577959745444,0.6314487075872598,0.41746232481154294,0.7258101224227334,0.0897634074464731,0.9616291088429985,0.0,0
Image107,0.4001320596707247,0.2209981191300465,0.45301698730436474,0.2510525188920393,0.012981963784982446,0.001382187054069119,0.01549300183524639,0.45088046259790443,0.22322481254641563,0.6369331717842062,0.08988412892396595,0.9660789688424347,0.0,0
Image108,0.2079502682605856,0.11732234938658452,0.3216113032444644,0.2648155407756042,0.03453765251764728,0.004357070332861011,0.03014257454233258,0.4647569474779032,0.23602488304584346,0.6156193882295454,0.13483068638577161,0.885393209656308,0.0,0
Image109,0.0813055041734537,0.05065735813335183,0.20107522837149633,0.33938372739874206,0.0861940396550819,0.015294346338619494,0.03856010348555917,0.5366462077558458,0.3080068945918118,0.6449589715726299,0.15257963599886748,0.8461760667321712,0.0,0
Image110,0.20908450898649988,0.13128708588048357,0.3419971222578804,0.5737145062655377,0.03915001024035735,0.00531998681301096,0.01884774938310056,0.7257498588804022,0.5427360161061549,0.7717489215982599,0.08032662268332717,0.9560059728100363,0.0,0
Image111,0.3774421836319638,0.2195124832388898,0.4513852949498747,0.2973396058209092,0.01631516247122338,0.0018266968572486228,0.02181401638142748,0.4972222198483186,0.2673551686573271,0.6458145742381406,0.10324541130845055,0.9503476204983143,0.0,0
Image112,0.4503888168005662,0.2645967334410876,0.4986808590970842,0.3790845892595245,0.010588381774475762,0.001165086775724143,0.019659548972546317,0.571757599134945,0.3466180816774071,0.6843024177156319,0.09898876686886712,0.9664403122068128,0.0,0
Image113,0.3407613447079514,0.34070405310585095,0.5701783217098446,0.006870926036762235,0.044812081749274986,0.006687687168361415,0.019752997430781044,0.044641225302953884,0.005426179766743193,0.39811102895549877,0.13694331344673052,0.9471297413799444,0.0,1
Image114,0.09409090490783445,0.14280967499887867,0.358020445996215,0.0366852158141292,0.14101915333021803,0.03228419524199267,0.0737244220745512,0.14234734473356941,0.03009099209607485,0.36312994555867584,0.18484666022508084,0.9001346596744342,0.0,1
Image115,0.18219219053403674,0.18453015345413645,0.4112388990489705,0.2426034166766501,0.06674334262307272,0.01051438202701658,0.03309936100863199,0.4420009690229833,0.21521990609184016,0.6314956497981954,0.13869955599975253,0.9642865571402237,0.0,0
Image116,0.26936261653000604,0.2643573199234147,0.4984407985885581,0.4510476113580638,0.04683050521810416,0.006547068986761161,0.030572736486922106,0.6321124552934367,0.4182869275190488,0.7348044917325514,0.10803947265873459,0.9758899545569384,0.0,0
Image117,0.4112241517351832,0.34528214417439235,0.5742111782365991,0.35730320581170294,0.026030192556420854,0.003200152586734741,0.03377295208908048,0.5531276149353205,0.3258487879297783,0.6591613413813106,0.1289272608370169,0.9645820353832812,0.0,0
